track_name,artists,track_genre,popularity,danceability,energy,valence,tempo,popularity_tier,energy_category
Ψです I LIKE YOU,Dempagumi.Inc,j-idol,41,0.72,0.977,0.659,110.056,Medium,High Energy
Twilight Night,NEO JAPONISM,j-idol,50,0.493,0.81,0.364,169.992,Medium,High Energy
リバイブ,UNIONE,j-idol,39,0.553,0.718,0.281,97.036,Medium,High Energy
silky heart,Yui Horie,j-idol,42,0.672,0.974,0.937,134.997,Medium,High Energy
メディテーション,Seiko Matsuda,j-idol,27,0.601,0.45,0.442,133.186,Low,Medium Energy
ピンクのスクーター,Seiko Matsuda,j-idol,26,0.704,0.438,0.322,128.269,Low,Medium Energy
Shanti Shanti Shanti,BABYMETAL,j-idol,47,0.524,0.988,0.375,132.013,Medium,High Energy
SUNSET BEACH,Seiko Matsuda,j-idol,27,0.556,0.355,0.18,86.806,Low,Medium Energy
いくつの夜明けを数えたら,Seiko Matsuda,j-idol,27,0.358,0.363,0.229,134.649,Low,Medium Energy
feel the night,Sayaka Yamamoto;Kai Takahashi,j-idol,26,0.663,0.635,0.756,89.975,Low,Medium Energy
ガラスの入江,Seiko Matsuda,j-idol,26,0.628,0.517,0.334,82.192,Low,Medium Energy
ブルージュの鐘,Seiko Matsuda,j-idol,26,0.73,0.597,0.49,120.303,Low,Medium Energy
ロケンロー,BiSH,j-idol,26,0.513,0.806,0.858,95.031,Low,High Energy
人間という楽器,Nogizaka46,j-idol,26,0.65,0.947,0.428,120.022,Low,High Energy
Only My Love(SEIKO STORY〜80's HITS COLLECTION〜),Seiko Matsuda,j-idol,26,0.516,0.523,0.292,86.481,Low,Medium Energy
ダンス・ファウンダー,Philosophy no Dance,j-idol,26,0.796,0.908,0.634,130.017,Low,High Energy
パイナップル・アイランド,Seiko Matsuda,j-idol,26,0.785,0.344,0.636,125.885,Low,Medium Energy
帰り道は遠回りしたくなる,Nogizaka46,j-idol,26,0.51,0.857,0.693,138.064,Low,High Energy
MIKATAせずにはいられないっ!,Dempagumi.Inc,j-idol,25,0.585,0.892,0.472,97.828,Low,High Energy
Rock'n'roll Good-bye,Seiko Matsuda,j-idol,27,0.718,0.911,0.872,136.93,Low,High Energy
スリル,BAND-MAID,j-idol,26,0.576,0.939,0.68,128.106,Low,High Energy
波打ち際を走らないか?,Keyakizaka46,j-idol,26,0.446,0.862,0.512,151.976,Low,High Energy
イヤフォン・ライオット,Shiritsu Ebisu Chugaku,j-idol,25,0.665,0.784,0.846,138.029,Low,High Energy
100年待てば,Keyakizaka46,j-idol,26,0.631,0.769,0.765,126.968,Low,High Energy
いちご畑でつかまえて,Seiko Matsuda,j-idol,26,0.812,0.865,0.639,133.842,Low,High Energy
白雪姫(version2016),Flower,j-idol,25,0.482,0.694,0.406,159.882,Low,High Energy
バレエと少年,Keyakizaka46,j-idol,25,0.679,0.556,0.435,120.004,Low,Medium Energy
きゅるん,Shiritsu Ebisu Chugaku,j-idol,24,0.7,0.924,0.756,128.017,Low,High Energy
新未来センセーション,Shiritsu Ebisu Chugaku,j-idol,25,0.631,0.857,0.715,99.993,Low,High Energy
サディスティック・スイーツ,夜光性アミューズ,j-idol,25,0.633,0.837,0.542,160.055,Low,High Energy
"Beginning, End and Beginning",BiSH,j-idol,26,0.522,0.83,0.584,90.015,Low,High Energy
TOKYO GIRL - Remastered,Perfume,j-idol,26,0.704,0.921,0.664,127.981,Low,High Energy
もうすぐ〜ザンビ伝説〜,Nogizaka46,j-idol,26,0.506,0.576,0.205,121.988,Low,Medium Energy
さよなら、アリス(version2016),Flower,j-idol,25,0.612,0.76,0.387,117.018,Low,High Energy
Baby cruising Love,Perfume,j-idol,26,0.693,0.932,0.748,128.008,Low,High Energy
夢の中に連れてって,Tokyo Girls' Style,j-idol,25,0.695,0.851,0.509,100.991,Low,High Energy
ズルいよ ズルいね,=LOVE,j-idol,25,0.574,0.768,0.349,129.97,Low,High Energy
いつかできるから今日できる,Nogizaka46,j-idol,26,0.548,0.821,0.297,129.999,Low,High Energy
禁断のカルマ,Shiritsu Ebisu Chugaku,j-idol,25,0.463,0.958,0.515,170.166,Low,High Energy
Blue Sky Blue(version2016),Flower,j-idol,25,0.531,0.911,0.559,159.969,Low,High Energy
心にFlower,SKE48,j-idol,25,0.567,0.939,0.686,131.979,Low,High Energy
ハイタテキ! (中吉 ver.),Shiritsu Ebisu Chugaku,j-idol,24,0.358,0.978,0.314,171.993,Low,High Energy
Time bomb/アンダーガールズ,NMB48,j-idol,25,0.576,0.927,0.682,120.026,Low,High Energy
仮契約のシンデレラ (中吉 ver.),Shiritsu Ebisu Chugaku,j-idol,24,0.52,0.96,0.664,170.047,Low,High Energy
眩しすぎる流れ星,Last Idol,j-idol,25,0.437,0.849,0.703,163.996,Low,High Energy
全力☆ランナー (中吉 ver.),Shiritsu Ebisu Chugaku,j-idol,25,0.652,0.908,0.774,134.982,Low,High Energy
OVERTURE,Nogizaka46,j-idol,26,0.389,0.987,0.0916,141.994,Low,High Energy
にんじゃりばんばん,Kyary Pamyu Pamyu,j-idol,50,0.564,0.988,0.95,130.02,Medium,High Energy
"OH NO,OH YES!",Mariya Takeuchi,j-idol,49,0.729,0.741,0.96,147.319,Medium,High Energy
インキャインパルス(Inkya Impulse),二口魔菜 Futakuchi Mana,j-idol,47,0.349,0.896,0.116,139.971,Medium,High Energy
バニラソルト,Yui Horie,j-idol,42,0.573,0.892,0.932,139.989,Medium,High Energy
S.O.W. Sense of Wonder,Idoling!!!,j-idol,44,0.492,0.896,0.699,170.083,Medium,High Energy
Shiawasenomonosashi,Mariya Takeuchi,j-idol,51,0.7,0.814,0.809,118.902,Medium,High Energy
Subliminal,NEO JAPONISM,j-idol,50,0.552,0.749,0.289,151.93,Medium,High Energy
あなたのすべてになりたい,Seiko Matsuda,j-idol,26,0.44,0.336,0.25,73.098,Low,Medium Energy
キミを忘れないよ,Sakurako Ohara,j-idol,24,0.444,0.674,0.338,145.869,Low,High Energy
キスは待つしかないのでしょうか?,HKT48,j-idol,26,0.402,0.865,0.54,171.979,Low,High Energy
シスター,Philosophy no Dance,j-idol,24,0.737,0.606,0.498,97.963,Low,Medium Energy
未来の花嫁(SEIKO STORY〜80's HITS COLLECTION〜),Seiko Matsuda,j-idol,25,0.781,0.666,0.896,130.016,Low,High Energy
夏の扉,Seiko Matsuda,j-idol,26,0.604,0.879,0.796,155.022,Low,High Energy
否定した未来,Keyakizaka46,j-idol,25,0.692,0.796,0.737,111.993,Low,High Energy
できっこないを やらなくちゃ,BiSH,j-idol,25,0.282,0.934,0.389,176.01,Low,High Energy
シンクロニシティ,Nogizaka46,j-idol,25,0.571,0.923,0.466,135.94,Low,High Energy
カモネギックス,NMB48,j-idol,24,0.54,0.985,0.618,137.03,Low,High Energy
赤いタンバリン,BiS,j-idol,26,0.368,0.957,0.469,105.153,Low,High Energy
Choose me!,AKB48,j-idol,25,0.507,0.954,0.707,139.971,Low,High Energy
トキノワ,PASSEPIED,j-idol,25,0.434,0.822,0.373,176.043,Low,High Energy
硝子のプリズム,Seiko Matsuda,j-idol,25,0.812,0.66,0.853,129.831,Low,High Energy
避雷針,Keyakizaka46,j-idol,25,0.62,0.922,0.752,128.022,Low,High Energy
I still love U,Perfume,j-idol,25,0.602,0.919,0.876,109.987,Low,High Energy
シンクロときめき,Mayu Watanabe,j-idol,25,0.584,0.932,0.661,160.035,Low,High Energy
サイレントマジョリティー,Keyakizaka46,j-idol,25,0.582,0.95,0.826,123.02,Low,High Energy
VOICE,Perfume,j-idol,25,0.615,0.927,0.787,131.99,Low,High Energy
secret base ~君がくれたもの~,ZONE,j-idol,58,0.49,0.777,0.427,144.81,Medium,High Energy
1/2の神話,Akina Nakamori,j-idol,25,0.513,0.86,0.456,164.913,Low,High Energy
夕陽1/3,Keyakizaka46,j-idol,25,0.416,0.867,0.822,158.989,Low,High Energy
君と僕の関係(前田敦子、板野友美),AKB48,j-idol,25,0.703,0.956,0.923,135.977,Low,High Energy
愛を知る,Last Idol,j-idol,24,0.549,0.902,0.66,95.533,Low,High Energy
MATATABISTEP,PASSEPIED,j-idol,25,0.557,0.792,0.709,135.013,Low,High Energy
Re: Re: Love,Seiko Oomori;Kazunobu Mineta,j-idol,25,0.428,0.988,0.627,131.983,Low,High Energy
ヘタレたちよ,STU48,j-idol,25,0.403,0.921,0.574,177.824,Low,High Energy
さよなら秘密基地,Shiritsu Ebisu Chugaku,j-idol,24,0.578,0.787,0.408,159.347,Low,High Energy
空白の花,≠ME,j-idol,26,0.535,0.685,0.212,80.008,Low,High Energy
ラブサマ!!!,SUPER☆GiRLS,j-idol,24,0.515,0.932,0.595,160.025,Low,High Energy
星の数え方,Shiritsu Ebisu Chugaku,j-idol,24,0.518,0.588,0.55,170.008,Low,Medium Energy
オメカシ・フィーバー,Shiritsu Ebisu Chugaku,j-idol,24,0.625,0.934,0.96,134.985,Low,High Energy
太陽ノック,Nogizaka46,j-idol,25,0.502,0.896,0.746,82.496,Low,High Energy
つよがりさん,BiS,j-idol,25,0.539,0.889,0.535,131.977,Low,High Energy
YELL (中吉 ver.),Shiritsu Ebisu Chugaku,j-idol,24,0.455,0.978,0.543,189.958,Low,High Energy
Bang Bang Beat,Shiritsu Ebisu Chugaku,j-idol,23,0.675,0.923,0.609,127.982,Low,High Energy
VICTORY - E-girls version,E-girls,j-idol,25,0.518,0.956,0.413,129.995,Low,High Energy
Overture,=LOVE,j-idol,24,0.411,0.993,0.354,142.019,Low,High Energy
ファンタスティックパレード,Yume Miru Adolescence,j-idol,24,0.518,0.979,0.671,164.989,Low,High Energy
「70cm四方の窓辺」,ROTTENGRAFFTY,j-idol,49,0.399,0.905,0.389,149.052,Medium,High Energy
Road of Resistance,BABYMETAL,j-idol,49,0.204,0.964,0.217,204.913,Medium,High Energy
さっちゃんのセクシーカレー,Seiko Oomori,j-idol,19,0.641,0.713,0.413,100.93,Low,High Energy
真冬の恋人たち,Seiko Matsuda,j-idol,25,0.663,0.274,0.186,112.78,Low,Low Energy
猛烈宇宙交響曲・第七楽章「無限の愛」,Momoiro Clover Z,j-idol,24,0.29,0.935,0.262,174.012,Low,High Energy
原宿いやほい,Kyary Pamyu Pamyu,j-idol,24,0.662,0.975,0.806,127.995,Low,High Energy
あの輝いた季節,Seiko Matsuda,j-idol,24,0.413,0.462,0.181,135.93,Low,Medium Energy
Boyfriend -partⅡ-,Flower,j-idol,24,0.694,0.737,0.74,129.957,Low,High Energy
ひらがなけやき,Keyakizaka46,j-idol,24,0.619,0.917,0.911,124.992,Low,High Energy
渋谷川,Keyakizaka46,j-idol,24,0.516,0.728,0.57,93,Low,High Energy
欲望者,NMB48,j-idol,24,0.471,0.967,0.4,142.977,Low,High Energy
少女には戻れない,Keyakizaka46,j-idol,24,0.557,0.792,0.88,93.048,Low,High Energy
夜明けまで強がらなくてもいい,Nogizaka46,j-idol,24,0.439,0.855,0.633,134.059,Low,High Energy
Intro,Tokyo Girls' Style,j-idol,23,0.619,0.53,0.0704,109.989,Low,Medium Energy
ウルトラデラックススーパーストーリー,Phenotas,j-idol,25,0.741,0.903,0.968,135.972,Low,High Energy
乃木坂の詩,Nogizaka46,j-idol,24,0.552,0.978,0.48,101.962,Low,High Energy
僕は僕を好きになる,Nogizaka46,j-idol,24,0.49,0.923,0.504,131.948,Low,High Energy
身勝手あいにーじゅー,BiSH,j-idol,24,0.445,0.936,0.301,136.003,Low,High Energy
ラッキーセブン,AKB48,j-idol,24,0.542,0.935,0.537,131.008,Low,High Energy
Over The Rainbow,Sakurako Ohara,j-idol,24,0.489,0.901,0.331,135.036,Low,High Energy
禁区,Akina Nakamori,j-idol,25,0.739,0.717,0.879,133.83,Low,High Energy
NO SWEET,BiSH,j-idol,24,0.576,0.501,0.219,112.957,Low,Medium Energy
Sing Out!,Nogizaka46,j-idol,24,0.52,0.822,0.7,89.957,Low,High Energy
世界には愛しかない,Keyakizaka46,j-idol,24,0.49,0.949,0.471,136.056,Low,High Energy
狼に口笛を,Nogizaka46,j-idol,24,0.499,0.924,0.548,160.015,Low,High Energy
出逢いの続き,Mayu Watanabe,j-idol,24,0.616,0.822,0.633,122.011,Low,High Energy
まさかシンガポール,NMB48,j-idol,24,0.448,0.955,0.789,158.031,Low,High Energy
トキメキ的週末論,Shiritsu Ebisu Chugaku,j-idol,23,0.66,0.939,0.873,131.031,Low,High Energy
シンデレラ・シンドローム,Hysteric Panic,j-idol,24,0.554,0.901,0.685,160.992,Low,High Energy
乗り遅れたバス,Keyakizaka46,j-idol,24,0.703,0.904,0.668,112.033,Low,High Energy
僕がいる場所,Nogizaka46,j-idol,24,0.444,0.902,0.594,155.963,Low,High Energy
Dear mama,Tokyo Girls' Style,j-idol,23,0.505,0.841,0.712,185.871,Low,High Energy
SAKURAリグレット(version2016),Flower,j-idol,24,0.671,0.89,0.579,115.002,Low,High Energy
スカイダイビング,Nogizaka46,j-idol,24,0.475,0.757,0.706,131.941,Low,High Energy
ハッピーエンドとそれから,Shiritsu Ebisu Chugaku,j-idol,23,0.693,0.813,0.713,117.005,Low,High Energy
イエローライト,Shiritsu Ebisu Chugaku,j-idol,23,0.459,0.856,0.645,168.171,Low,High Energy
シンガロン・シンガソン,Shiritsu Ebisu Chugaku,j-idol,23,0.502,0.924,0.593,172.967,Low,High Energy
まっすぐ,Shiritsu Ebisu Chugaku,j-idol,23,0.528,0.918,0.589,128.041,Low,High Energy
ハルジオンが咲く頃,Nogizaka46,j-idol,24,0.534,0.882,0.4,135.015,Low,High Energy
ナガレボシ,Shiritsu Ebisu Chugaku,j-idol,22,0.701,0.584,0.542,109.994,Low,Medium Energy
Boyfriend (Moonlight Version),Flower,j-idol,23,0.729,0.875,0.722,120.008,Low,High Energy
走れ!Bicycle,Nogizaka46,j-idol,24,0.516,0.944,0.597,165.044,Low,High Energy
初恋(version2016),Flower,j-idol,24,0.614,0.759,0.228,91.955,Low,High Energy
もしかして探し,夜光性アミューズ,j-idol,23,0.515,0.965,0.659,94.409,Low,High Energy
glory colors 〜風のトビラ〜,ZONE,j-idol,23,0.572,0.594,0.43,101.998,Low,Medium Energy
スターリーナイト・ダンス,夜光性アミューズ,j-idol,23,0.516,0.959,0.446,82.484,Low,High Energy
プラスティック・ラブ,Mariya Takeuchi,j-idol,45,0.692,0.875,0.85,102.256,Medium,High Energy
Answer,ノースリーブス,j-idol,34,0.452,0.926,0.664,162.042,Medium,High Energy
最Ψ最好調!,Dempagumi.Inc,j-idol,39,0.425,0.981,0.705,150.076,Medium,High Energy
良すた,Kyary Pamyu Pamyu,j-idol,23,0.683,0.898,0.498,131.951,Low,High Energy
スローモーション (from 「BEST AKINA メモワール」),Akina Nakamori,j-idol,24,0.583,0.714,0.527,130.201,Low,High Energy
The Diamond Four,Momoiro Clover Z,j-idol,23,0.777,0.949,0.85,109.992,Low,High Energy
走れ!ペンギン(歌:team 4),AKB48,j-idol,24,0.39,0.981,0.433,158.054,Low,High Energy
君しか,ノースリーブス,j-idol,23,0.577,0.985,0.64,145.058,Low,High Energy
私の愛,Seiko Matsuda,j-idol,23,0.603,0.754,0.728,122.02,Low,High Energy
銀河の誓い,MAX,j-idol,24,0.635,0.87,0.214,134.05,Low,High Energy
トワイライト―夕暮れ便り―,Akina Nakamori,j-idol,24,0.549,0.622,0.282,96.535,Low,Medium Energy
甘噛み姫,NMB48,j-idol,23,0.446,0.963,0.353,145.925,Low,High Energy
風は秋色,Seiko Matsuda,j-idol,24,0.643,0.773,0.614,140.465,Low,High Energy
いじわるなハロー,Perfume,j-idol,24,0.5,0.958,0.955,130.059,Low,High Energy
天国のでたらめ,Momoiro Clover Z,j-idol,22,0.601,0.726,0.328,130.057,Low,High Energy
瞳はダイアモンド,Seiko Matsuda,j-idol,24,0.524,0.396,0.348,161.232,Low,Medium Energy
チェリーブラッサム,Seiko Matsuda,j-idol,24,0.634,0.806,0.573,145.351,Low,High Energy
蜂の巣ダンス(Team 8),AKB48,j-idol,23,0.666,0.976,0.775,136.916,Low,High Energy
うそつき。,Hysteric Panic,j-idol,23,0.446,0.949,0.326,173.111,Low,High Energy
高嶺の林檎,NMB48,j-idol,23,0.394,0.981,0.401,155.987,Low,High Energy
Shine On Me,Sakurako Ohara,j-idol,23,0.666,0.909,0.576,113.014,Low,High Energy
二人セゾン,Keyakizaka46,j-idol,24,0.518,0.931,0.712,130.029,Low,High Energy
黒い羊,Keyakizaka46,j-idol,24,0.505,0.939,0.386,103.013,Low,High Energy
瑠璃色の地球,Seiko Matsuda,j-idol,23,0.544,0.269,0.189,87.812,Low,Low Energy
きゅんビート,Wasuta,j-idol,22,0.671,0.856,0.667,114.871,Low,High Energy
スーパーヒーロー,Shiritsu Ebisu Chugaku,j-idol,22,0.447,0.962,0.298,172.021,Low,High Energy
イビサガール,NMB48,j-idol,23,0.609,0.975,0.535,132.007,Low,High Energy
北ウィング,Akina Nakamori,j-idol,24,0.611,0.773,0.802,139.171,Low,High Energy
君に叱られた,Nogizaka46,j-idol,23,0.662,0.926,0.84,132.957,Low,High Energy
NIGHT FLIGHT,Perfume,j-idol,24,0.587,0.954,0.827,145.008,Low,High Energy
ヴァージニティー,NMB48,j-idol,23,0.457,0.957,0.678,164.892,Low,High Energy
FREEZE DRY THE PASTS,BiSH,j-idol,23,0.45,0.812,0.0672,123.99,Low,High Energy
純情U-19,NMB48,j-idol,22,0.538,0.985,0.514,137.981,Low,High Energy
愛の哲学,Philosophy no Dance,j-idol,23,0.562,0.915,0.724,126.963,Low,High Energy
危なっかしい計画,Keyakizaka46,j-idol,23,0.555,0.982,0.501,140.012,Low,High Energy
アンビバレント,Keyakizaka46,j-idol,23,0.556,0.931,0.636,129.972,Low,High Energy
花は誰のもの?,STU48,j-idol,24,0.446,0.844,0.603,205.637,Low,High Energy
STORY OF DUTY,BiSH,j-idol,23,0.266,0.956,0.223,199.873,Low,High Energy
FiNALLY,BiSH,j-idol,23,0.462,0.98,0.145,133.031,Low,High Energy
不協和音,Keyakizaka46,j-idol,23,0.598,0.839,0.798,119.954,Low,High Energy
証,ZONE,j-idol,23,0.481,0.792,0.463,150.076,Low,High Energy
CALL(version2016),Flower,j-idol,23,0.556,0.666,0.287,89.011,Low,High Energy
バレッタ,Nogizaka46,j-idol,23,0.521,0.878,0.62,89.995,Low,High Energy
テレフォニズム (Night Tempo Melting Groove Mix),Philosophy no Dance;Night Tempo,j-idol,23,0.715,0.804,0.815,109.997,Low,High Energy
日常,Nogizaka46,j-idol,23,0.296,0.944,0.392,148.077,Low,High Energy
僕たちは空を見る,Last Idol,j-idol,23,0.539,0.886,0.538,131.99,Low,High Energy
ネオンライトセンセーション,夜光性アミューズ,j-idol,23,0.61,0.953,0.718,170.086,Low,High Energy
The♡World's♡End,Yui Horie,j-idol,39,0.663,0.875,0.742,119.986,Medium,High Energy
Distortion,BABYMETAL,j-idol,47,0.487,0.945,0.197,97.51,Medium,High Energy
Fight For The Right,NEO JAPONISM,j-idol,47,0.605,0.94,0.52,149.914,Medium,High Energy
レディ・メイ,Momoiro Clover Z,j-idol,22,0.638,0.829,0.896,103.047,Low,High Energy
オレンジ,PASSEPIED,j-idol,23,0.689,0.797,0.859,119.929,Low,High Energy
白いパラソル,Seiko Matsuda,j-idol,23,0.724,0.674,0.894,140.981,Low,High Energy
LIAR,Akina Nakamori,j-idol,23,0.602,0.662,0.323,127.977,Low,High Energy
Seventies,MAX,j-idol,23,0.678,0.943,0.828,149.952,Low,High Energy
未完成のストーリー,Sakurako Ohara,j-idol,22,0.609,0.87,0.861,130.003,Low,High Energy
バタフライエフェクト,Shiritsu Ebisu Chugaku,j-idol,22,0.519,0.978,0.726,169.025,Low,High Energy
NEW SHIP(歌:スペシャルガールズA),AKB48,j-idol,23,0.374,0.911,0.411,165.927,Low,High Energy
Dear…,BiSH,j-idol,23,0.5,0.901,0.716,117.026,Low,High Energy
ヨアケマエ,PASSEPIED,j-idol,23,0.562,0.753,0.333,137.973,Low,High Energy
DA DA DA DANCE SONG,BiS,j-idol,23,0.392,0.975,0.41,175.113,Low,High Energy
優しいPAiN,BiSH,j-idol,23,0.425,0.884,0.279,118.034,Low,High Energy
禁区 - 30th anniversary mix,Akina Nakamori,j-idol,23,0.652,0.923,0.926,134.322,Low,High Energy
ドラマチックに乾杯,Sayaka Yamamoto,j-idol,22,0.491,0.892,0.5,163.828,Low,High Energy
"Easy come, Easy go",E-girls,j-idol,23,0.694,0.812,0.888,85.02,Low,High Energy
Flower Garden,Flower,j-idol,23,0.704,0.947,0.88,124.941,Low,High Energy
アンサンぶる,CYNHN,j-idol,22,0.507,0.938,0.719,167.007,Low,High Energy
こんな私でよかったら,You Kikkawa,j-idol,22,0.688,0.886,0.823,130.003,Low,High Energy
TATTOO,Akina Nakamori,j-idol,23,0.569,0.739,0.756,106.983,Low,High Energy
二人静 -「天河伝説殺人事件」より,Akina Nakamori,j-idol,23,0.581,0.742,0.411,120.027,Low,High Energy
TANGO NOIR,Akina Nakamori,j-idol,24,0.576,0.866,0.64,155.386,Low,High Energy
ファイト!! - 2012 Remaster,Chisato Moritaka,j-idol,23,0.729,0.765,0.623,128.021,Low,High Energy
僕たちは付き合っている,Keyakizaka46,j-idol,22,0.585,0.815,0.768,117.995,Low,High Energy
プライオリティー/木下百花,NMB48,j-idol,22,0.581,0.979,0.398,127.022,Low,High Energy
世界で一番 孤独なLover,Nogizaka46,j-idol,23,0.663,0.961,0.842,128.035,Low,High Energy
Rock'n Rouge,Seiko Matsuda,j-idol,23,0.809,0.735,0.409,126.59,Low,High Energy
太陽は見上げる人を選ばない,Keyakizaka46,j-idol,22,0.621,0.841,0.666,127.991,Low,High Energy
結晶/白組,NMB48,j-idol,22,0.554,0.95,0.622,122.017,Low,High Energy
シグナル,GANG PARADE,j-idol,22,0.542,0.971,0.269,98.036,Low,High Energy
三日月の背中,NMB48,j-idol,22,0.584,0.999,0.419,133.984,Low,High Energy
ハイタテキ!,Shiritsu Ebisu Chugaku,j-idol,22,0.319,0.987,0.266,171.961,Low,High Energy
Primal.,BiS,j-idol,23,0.309,0.959,0.256,184.129,Low,High Energy
君のままで,Shiritsu Ebisu Chugaku,j-idol,22,0.521,0.859,0.569,155.968,Low,High Energy
BASKET BOX,BiS,j-idol,23,0.492,0.959,0.4,100.015,Low,High Energy
ラブリースマイリーベイビー,Shiritsu Ebisu Chugaku,j-idol,22,0.456,0.971,0.474,160.05,Low,High Energy
ちがうの (Prod. ビッケブランカ),Shiritsu Ebisu Chugaku,j-idol,22,0.597,0.835,0.625,129.063,Low,High Energy
なぜ、僕は立ち上がるのか?/Team M,NMB48,j-idol,22,0.542,0.957,0.388,137.031,Low,High Energy
仮契約のシンデレラ (long ver.),Shiritsu Ebisu Chugaku,j-idol,21,0.354,0.972,0.375,169.829,Low,High Energy
Overture,Keyakizaka46,j-idol,22,0.591,0.861,0.625,119.954,Low,High Energy
The World Standard Dancing Club,Wasuta,j-idol,22,0.592,0.893,0.602,145.09,Low,High Energy
HOT UP!!!,Shiritsu Ebisu Chugaku,j-idol,21,0.46,0.936,0.669,167.946,Low,High Energy
深夜高速 - ちゅうおん2021 Live ver.,Shiritsu Ebisu Chugaku,j-idol,21,0.648,0.851,0.652,94.039,Low,High Energy
大人サバイバー,Last Idol,j-idol,21,0.596,0.981,0.471,134.991,Low,High Energy
恋するフォーチュンクッキー,AKB48,j-idol,50,0.681,0.936,0.924,121.986,Medium,High Energy
Kimi ga Kureta Mono,Shizuka Kudo,j-idol,34,0.53,0.502,0.251,142.08,Medium,Medium Energy
旅立ちの唄,Ayumikurikamaki,j-idol,36,0.593,0.927,0.777,173.948,Medium,High Energy
WORLD PARADE,NEO JAPONISM,j-idol,45,0.505,0.865,0.395,180.203,Medium,High Energy
ソルベ,CYNHN,j-idol,33,0.536,0.903,0.409,168.075,Low,High Energy
マホロバケーション,Momoiro Clover Z,j-idol,22,0.584,0.959,0.775,145.063,Low,High Energy
赤いスイートピー,Seiko Matsuda,j-idol,22,0.599,0.423,0.461,83.809,Low,Medium Energy
白雪姫,Flower,j-idol,21,0.511,0.643,0.388,159.839,Low,Medium Energy
平均,fishbowl,j-idol,21,0.694,0.889,0.853,128.029,Low,High Energy
Flashback No.5,SCANDAL,j-idol,22,0.459,0.947,0.473,164.06,Low,High Energy
No No No,Kyary Pamyu Pamyu,j-idol,21,0.562,0.987,0.66,127.997,Low,High Energy
トロイメライ,PASSEPIED,j-idol,22,0.526,0.847,0.742,164.927,Low,High Energy
難破船,Akina Nakamori,j-idol,23,0.394,0.408,0.276,93.929,Low,Medium Energy
また逢う日まで,Momoiro Clover Z,j-idol,21,0.409,0.845,0.83,194.08,Low,High Energy
僕の太陽,AKB48,j-idol,22,0.528,0.963,0.549,137.444,Low,High Energy
ダンシングタンク♡ (Live at 日本武道館 2022.5.15),Momoiro Clover Z,j-idol,22,0.411,0.969,0.46,102.899,Low,High Energy
So many stars,E-girls,j-idol,22,0.577,0.706,0.471,82.033,Low,High Energy
真夏の太陽,Sakurako Ohara,j-idol,21,0.546,0.931,0.748,140.003,Low,High Energy
I can't say NO!!!!!!!,BiS,j-idol,22,0.558,0.935,0.604,103.974,Low,High Energy
語るなら未来を…,Keyakizaka46,j-idol,22,0.663,0.991,0.77,128.002,Low,High Energy
卒業,ZONE,j-idol,21,0.443,0.816,0.485,173.966,Low,High Energy
扇風機,Nogizaka46,j-idol,22,0.513,0.763,0.665,174.009,Low,High Energy
Influencer,BAND-MAID,j-idol,48,0.504,0.976,0.559,150.014,Medium,High Energy
今夜はブギー・バック nice vocal,ROTTENGRAFFTY,j-idol,22,0.693,0.8,0.859,110.027,Low,High Energy
風に吹かれても,Keyakizaka46,j-idol,22,0.705,0.906,0.851,125.925,Low,High Energy
△,PASSEPIED,j-idol,22,0.746,0.866,0.919,124.048,Low,High Energy
Only today,AKB48,j-idol,23,0.479,0.917,0.85,164.001,Low,High Energy
放課後ゲタ箱ロッケンロールMX,Shiritsu Ebisu Chugaku,j-idol,21,0.357,0.995,0.0808,185.054,Low,High Energy
千秋万歳!電波一座!,Dempagumi.Inc,j-idol,21,0.547,0.99,0.734,168.097,Low,High Energy
逃げ水,Nogizaka46,j-idol,22,0.573,0.993,0.425,133.973,Low,High Energy
クルクル - E.G.11 version,E-girls,j-idol,22,0.64,0.892,0.822,132.038,Low,High Energy
君とどこかへ行きたい - つばめ選抜,HKT48,j-idol,22,0.374,0.93,0.442,185.938,Low,High Energy
熱帯魚の涙(version2016),Flower,j-idol,21,0.513,0.799,0.299,167.977,Low,High Energy
Imagination,Flower,j-idol,21,0.73,0.979,0.783,133.942,Low,High Energy
サードマン,Sayaka Yamamoto,j-idol,22,0.528,0.638,0.224,93.036,Low,Medium Energy
梅,Shiritsu Ebisu Chugaku,j-idol,21,0.527,0.995,0.521,165.091,Low,High Energy
Party Maker,Perfume,j-idol,22,0.604,0.994,0.233,130.011,Low,High Energy
23回目のサマーナイト,Shiritsu Ebisu Chugaku,j-idol,21,0.693,0.919,0.856,130.092,Low,High Energy
メロンソーダ,Yume Miru Adolescence,j-idol,21,0.425,0.951,0.581,183.986,Low,High Energy
Boyfriend (Moonlight Version)(version2016),Flower,j-idol,22,0.726,0.811,0.856,119.978,Low,High Energy
誘惑したいや,Shiritsu Ebisu Chugaku,j-idol,21,0.613,0.97,0.483,125.02,Low,High Energy
青い青い星の名前,Shiritsu Ebisu Chugaku,j-idol,21,0.379,0.913,0.738,189.911,Low,High Energy
シャングリラ - ちゅうおん2021 Live ver.,Shiritsu Ebisu Chugaku,j-idol,21,0.795,0.902,0.547,129.079,Low,High Energy
"OH NO,OH YES! - 2012 Remaster",Akina Nakamori,j-idol,41,0.609,0.794,0.682,138.096,Medium,High Energy
